input_doi,matched_doi,confidence,matched_doi_type,matched_in_openalex
10.48550/arxiv.2311.04251,10.1109/wacv57701.2024.00278,1,proceedings-article,TRUE
10.48550/arxiv.2306.00724,10.2139/ssrn.4478305,1,journal-article,FALSE
10.48550/arxiv.2012.08353,10.2139/ssrn.3749995,1,journal-article,TRUE
10.48550/arxiv.2111.11198,10.1103/physreve.105.l043001,1,journal-article,TRUE
10.48550/arxiv.2305.09349,10.3389/frai.2025.1440582,0.881,journal-article,FALSE
10.48550/arxiv.2401.11741,10.2989/16073606.2024.2374796,1,journal-article,TRUE
10.48550/arxiv.1210.7075,10.1103/physrevb.87.140503,0.8741,journal-article,FALSE
10.48550/arxiv.2402.17284,10.4171/pm/2140,1,journal-article,FALSE
10.48550/arxiv.2403.10729,10.1016/j.jcp.2024.113453,1,journal-article,FALSE
10.48550/arxiv.cs/0511022,10.1007/11565123_11,1,book-chapter,TRUE
10.48550/arxiv.2306.10860,10.21437/interspeech.2023-788,1,proceedings-article,TRUE
10.48550/arxiv.2403.10985,10.1109/tit.2025.3544970,1,journal-article,FALSE
10.48550/arxiv.2312.06214,10.1142/s021949882550166x,1,journal-article,FALSE
10.48550/arxiv.1807.09062,10.3233/asy-181504,1,journal-article,TRUE
10.48550/arxiv.2101.09777,10.1137/21m1394370,1,journal-article,TRUE
10.48550/arxiv.2101.01831,10.1109/icra48506.2021.9561711,0.9963,proceedings-article,FALSE
10.48550/arxiv.2202.09574,10.1109/lra.2023.3262423,1,journal-article,TRUE
10.48550/arxiv.1805.05211,10.1098/rsif.2018.0296,0.9404,journal-article,FALSE
10.48550/arxiv.2210.17014,10.1002/lpor.202200827,1,journal-article,TRUE
10.48550/arxiv.2501.07377,10.1088/1751-8121/adc773,1,journal-article,FALSE
10.48550/arxiv.1909.13541,10.1007/s10898-023-01294-9,0.975,journal-article,FALSE
10.48550/arxiv.1806.07189,10.1007/978-3-030-00305-0_12,1,book-chapter,TRUE
10.48550/arxiv.1503.04871,10.1016/j.comgeo.2017.06.009,0.9875,journal-article,TRUE
10.48550/arxiv.2309.01446,10.3390/app14167150,0.9909,journal-article,TRUE
10.48550/arxiv.2307.08500,10.1109/iccv51070.2023.00565,1,proceedings-article,TRUE
10.48550/arxiv.1903.01563,10.1109/tifs.2019.2934069,1,journal-article,TRUE
10.48550/arxiv.1202.4062,10.1090/tran/6044,0.9875,journal-article,TRUE
10.48550/arxiv.1712.04632,10.1088/2053-1591/aaa16b,0.9414,journal-article,TRUE
10.48550/arxiv.1908.06865,10.1145/3278576.3278598,1,proceedings-article,TRUE
10.48550/arxiv.1706.05916,10.1109/ciss.2018.8362257,1,proceedings-article,TRUE
10.48550/arxiv.2209.10471,10.1109/icra48891.2023.10160980,1,proceedings-article,TRUE
10.48550/arxiv.1507.08702,10.1093/mnras/sty614,0.9875,journal-article,TRUE
10.48550/arxiv.1906.07976,10.1007/s00029-020-00611-4,1,journal-article,TRUE
10.48550/arxiv.1503.04593,10.1016/j.comcom.2015.06.007,1,journal-article,TRUE
10.48550/arxiv.1810.04927,10.1007/978-3-030-20873-8_36,1,book-chapter,TRUE
10.48550/arxiv.math/0109025,10.5802/aif.1950,1,journal-article,TRUE
10.48550/arxiv.2204.07546,10.1371/journal.pone.0282674,1,journal-article,TRUE
10.48550/arxiv.2104.15094,10.1109/icccn52240.2021.9522156,1,proceedings-article,TRUE
10.48550/arxiv.1911.09357,10.1145/3368087,1,journal-article,TRUE
10.48550/arxiv.2105.14751,10.1021/acsphotonics.1c00746,1,journal-article,TRUE
10.48550/arxiv.1908.09884,10.1109/iccv.2019.00849,1,proceedings-article,TRUE
10.48550/arxiv.2308.12329,10.1145/3622869,1,journal-article,TRUE
10.48550/arxiv.2403.00322,10.1109/iros55552.2023.10342188,0.875,proceedings-article,TRUE
10.48550/arxiv.2206.08057,10.1007/s11425-022-2130-2,0.9708,journal-article,FALSE
10.48550/arxiv.1312.7804,10.1016/j.jfa.2013.12.021,1,journal-article,TRUE
10.48550/arxiv.2006.07884,10.1063/5.0022742,0.8622,journal-article,FALSE
10.48550/arxiv.1505.01711,10.1109/sai.2015.7237140,0.858,proceedings-article,FALSE
10.48550/arxiv.2105.12859,10.1016/j.commatsci.2021.110840,1,journal-article,TRUE
10.48550/arxiv.2012.15332,10.18653/v1/2021.insights-1.1,1,proceedings-article,TRUE
10.48550/arxiv.2402.02814,10.1103/physrevb.110.l161106,1,journal-article,TRUE
10.48550/arxiv.1512.05411,10.1007/978-3-662-53426-7_15,0.9814,book-chapter,FALSE
10.48550/arxiv.1210.6589,10.1007/978-3-0348-8276-7_10,0.875,book-chapter,TRUE
10.48550/arxiv.2301.01478,10.1016/j.osnem.2023.100269,1,journal-article,TRUE
10.48550/arxiv.1509.00536,10.1109/tac.2016.2604924,0.8874,journal-article,FALSE
10.48550/arxiv.1404.6126,10.1177/0333102414550108,0.9888,journal-article,FALSE
10.48550/arxiv.math/9909078,10.1307/mmj/1030132719,1,journal-article,TRUE
10.48550/arxiv.2105.00826,10.1145/3459637.3481987,1,proceedings-article,FALSE
10.48550/arxiv.1911.01206,10.1007/s00025-020-01260-x,1,journal-article,FALSE
10.48550/arxiv.1912.00412,10.1016/j.patrec.2021.05.010,1,journal-article,TRUE
10.48550/arxiv.1909.00725,10.1038/s43246-019-0006-5,1,journal-article,FALSE
10.48550/arxiv.1407.2524,10.1007/978-3-662-44777-2_61,1,book-chapter,TRUE
10.48550/arxiv.2004.03422,10.18653/v1/2022.nllp-1.5,0.9969,proceedings-article,TRUE
10.48550/arxiv.2102.00864,10.3934/dcds.2022051,1,journal-article,TRUE
10.48550/arxiv.2311.03572,10.1007/978-3-031-72658-3_2,0.8788,book-chapter,FALSE
10.48550/arxiv.1012.3143,10.1134/s106377611503005x,0.875,journal-article,TRUE
10.48550/arxiv.2103.17105,10.1109/crv55824.2022.00016,1,proceedings-article,TRUE
10.48550/arxiv.2107.08804,10.1103/physrevmaterials.6.025402,0.9937,journal-article,FALSE
10.48550/arxiv.1510.04748,10.1016/j.entcs.2019.07.010,0.9262,journal-article,FALSE
10.48550/arxiv.math/0310022,10.36045/bbms/1148059334,0.9875,journal-article,TRUE
10.48550/arxiv.2211.11430,10.22323/1.414.0419,1,proceedings-article,TRUE
10.48550/arxiv.1907.06263,10.1016/j.exmath.2020.01.006,1,journal-article,TRUE
10.48550/arxiv.1412.8060,10.1080/10556788.2016.1190360,0.9743,journal-article,TRUE
10.48550/arxiv.gr-qc/9906031,10.1007/3-540-46634-7_8,0.875,book-chapter,FALSE
10.48550/arxiv.1402.2715,10.4310/mrl.2015.v22.n4.a15,0.8902,journal-article,FALSE
10.48550/arxiv.2103.04174,10.1109/cvpr46437.2021.00235,1,proceedings-article,TRUE
10.48550/arxiv.0904.1366,10.14778/1687627.1687685,1,journal-article,TRUE
10.48550/arxiv.1607.02223,10.36045/bbms/1515035020,0.9534,journal-article,TRUE
10.48550/arxiv.2502.19105,10.3847/1538-4357/adbaf4,1,journal-article,FALSE
10.48550/arxiv.nucl-th/9805016,10.1007/s100529800771,0.8915,journal-article,FALSE
10.48550/arxiv.2001.00785,10.1007/s10468-021-10033-1,1,journal-article,TRUE
10.48550/arxiv.1101.5571,10.22323/1.105.0191,1,proceedings-article,TRUE
10.48550/arxiv.1803.08092,10.1109/cdc.2018.8619050,1,proceedings-article,TRUE
10.48550/arxiv.0908.2044,10.1090/s0002-9947-2011-05325-0,1,journal-article,TRUE
10.48550/arxiv.math/0604096,10.1016/j.jalgebra.2006.08.025,1,journal-article,TRUE
10.48550/arxiv.2306.00461,10.1609/aaai.v38i8.28652,1,journal-article,TRUE
10.48550/arxiv.2403.18669,10.1007/s40840-024-01753-w,1,journal-article,FALSE
10.48550/arxiv.2104.08127,10.1109/icc42927.2021.9500661,1,proceedings-article,TRUE
10.48550/arxiv.2501.02633,10.1016/j.jcis.2025.137535,1,journal-article,TRUE
10.48550/arxiv.2206.05450,10.1016/j.ijmultiphaseflow.2023.104546,1,journal-article,FALSE
10.48550/arxiv.2110.05568,10.1109/tpwrs.2022.3187789,1,journal-article,TRUE
10.48550/arxiv.1911.07728,10.18637/jss.v100.i18,0.9642,journal-article,FALSE
10.48550/arxiv.2208.08667,10.1109/3dv57658.2022.00060,1,proceedings-article,TRUE
10.48550/arxiv.2312.05369,10.1007/s40316-024-00227-6,1,journal-article,FALSE
10.48550/arxiv.2306.09697,10.18653/v1/2023.findings-acl.549,1,proceedings-article,TRUE
10.48550/arxiv.1607.01142,10.4310/mrl.2018.v25.n3.a14,1,journal-article,TRUE
10.48550/arxiv.1506.02962,10.1007/s10468-016-9648-x,1,journal-article,TRUE
10.48550/arxiv.0707.2189,10.1016/j.jpaa.2013.04.015,0.875,journal-article,TRUE
10.48550/arxiv.1710.03117,10.1016/j.ejc.2018.02.032,1,journal-article,TRUE
10.48550/arxiv.1605.02926,10.1216/rmj-2018-48-4-1077,1,journal-article,TRUE
10.48550/arxiv.1911.11009,10.1088/1751-8121/abd736,1,journal-article,TRUE
10.48550/arxiv.2311.12920,10.1103/physrevb.109.205122,1,journal-article,TRUE
10.48550/arxiv.0804.3671,10.46298/dmtcs.3563,1,journal-article,FALSE
10.48550/arxiv.2309.13953,10.3847/1538-4357/acfca6,1,journal-article,TRUE
10.48550/arxiv.1311.5210,10.1016/j.physletb.2015.02.003,0.989,journal-article,FALSE
10.48550/arxiv.1303.6584,10.5705/ss.2013.083,0.9118,journal-article,FALSE
10.48550/arxiv.1603.04423,10.1609/icwsm.v10i1.14804,0.875,journal-article,TRUE
10.48550/arxiv.1606.05198,10.1137/1.9781611974782.128,1,proceedings-article,TRUE
10.48550/arxiv.0907.0124,10.2748/tmj/1446818559,0.875,journal-article,TRUE
10.48550/arxiv.math/0601140,10.1007/s00208-006-0044-4,1,journal-article,TRUE
10.48550/arxiv.hep-th/0408033,10.4310/cag.2007.v15.n2.a8,0.9875,journal-article,TRUE
10.48550/arxiv.math/0609706,10.4310/ajm.2007.v11.n1.a11,1,journal-article,FALSE
10.48550/arxiv.1511.02423,10.1287/ijoc.2018.0883,0.8714,journal-article,TRUE
10.48550/arxiv.2103.05867,10.3847/1538-4357/abedb6,0.9647,journal-article,TRUE
10.48550/arxiv.1710.07072,10.1007/s10115-018-1198-6,1,journal-article,TRUE
10.48550/arxiv.1303.6385,10.1145/2492517.2555242,0.873,proceedings-article,FALSE
10.48550/arxiv.2304.10243,10.1016/j.disc.2024.114258,1,journal-article,FALSE
10.48550/arxiv.2104.03890,10.1016/j.aam.2021.102303,1,journal-article,FALSE
10.48550/arxiv.2110.08930,10.22323/1.380.0344,1,proceedings-article,TRUE
10.48550/arxiv.1401.0287,10.12988/astp.2013.310125,0.875,journal-article,TRUE
10.48550/arxiv.1904.01954,10.1016/j.patrec.2020.01.022,1,journal-article,TRUE
10.48550/arxiv.1105.0231,10.1142/s0219891611002536,1,journal-article,TRUE
10.48550/arxiv.2108.02379,10.1109/access.2021.3102107,1,journal-article,TRUE
10.48550/arxiv.2101.05086,10.1016/j.topol.2024.108904,0.8707,journal-article,FALSE
10.48550/arxiv.2003.02180,10.23919/acc45564.2020.9147703,0.9163,proceedings-article,FALSE
10.48550/arxiv.1303.5440,10.1016/b978-1-4832-8287-9.50054-2,0.875,book-chapter,TRUE
10.48550/arxiv.1711.04063,10.1109/iros.2017.8206409,1,proceedings-article,TRUE
10.48550/arxiv.2208.02437,10.1109/tac.2023.3319460,1,journal-article,TRUE
10.48550/arxiv.2011.03284,10.1021/acs.jpclett.0c03436,1,journal-article,TRUE
10.48550/arxiv.1912.07920,10.1007/s40993-020-00196-z,0.9154,journal-article,TRUE
10.48550/arxiv.2208.08918,10.1007/s10664-024-10535-8,1,journal-article,TRUE
10.48550/arxiv.2203.14788,10.1112/s0010437x24007346,0.9597,journal-article,FALSE
10.48550/arxiv.2305.11528,10.2139/ssrn.4424123,1,journal-article,TRUE
10.48550/arxiv.1012.1949,10.1007/s00012-014-0279-y,0.975,journal-article,TRUE
10.48550/arxiv.1507.08787,10.1140/epjc/s10052-015-3712-2,1,journal-article,FALSE
10.48550/arxiv.1101.0868,10.1016/j.jalgebra.2012.08.013,0.8844,journal-article,FALSE
10.48550/arxiv.1904.05217,10.1007/978-3-030-20867-7_41,1,book-chapter,TRUE
10.48550/arxiv.astro-ph/9710180,10.21236/ada423634,0.875,report,TRUE
10.48550/arxiv.2107.12859,10.1109/wacv51458.2022.00072,1,proceedings-article,TRUE
10.48550/arxiv.2003.13954,10.1109/cvpr42600.2020.00919,1,proceedings-article,TRUE
10.48550/arxiv.math/9712252,10.1007/bf01245867,1,journal-article,TRUE
10.48550/arxiv.hep-ph/0604024,10.1016/j.nuclphysbps.2006.01.063,0.9226,journal-article,FALSE
10.48550/arxiv.2011.13835,10.1109/ieeeconf51394.2020.9443437,1,proceedings-article,TRUE
10.48550/arxiv.2002.07982,10.24963/ijcai.2020/551,1,proceedings-article,TRUE
10.48550/arxiv.2408.15876,10.1609/aaai.v39i4.32387,1,journal-article,TRUE
10.48550/arxiv.1506.02311,10.1109/ares.2015.22,0.9407,proceedings-article,TRUE
10.48550/arxiv.math/9810184,10.2140/gtm.1998.1.159,1,proceedings-article,TRUE
10.48550/arxiv.1311.4344,10.1007/s11139-014-9582-7,1,journal-article,TRUE
10.48550/arxiv.2307.00554,10.1103/physrevd.108.064012,1,journal-article,TRUE
10.48550/arxiv.2109.11756,10.1214/22-ejp824,1,journal-article,TRUE
10.48550/arxiv.2401.17074,10.1063/5.0202155,0.9425,journal-article,FALSE
10.48550/arxiv.2012.04763,10.1287/opre.2021.2225,1,journal-article,TRUE
10.48550/arxiv.1803.08733,10.4153/s0008414x20000309,0.9559,journal-article,FALSE
10.48550/arxiv.2201.01074,10.1214/23-aos2336,1,journal-article,TRUE
10.48550/arxiv.2405.05315,10.1103/physrevd.110.l021302,1,journal-article,TRUE
10.48550/arxiv.1612.01827,10.1007/978-3-319-70566-8_24,1,book-chapter,FALSE
10.48550/arxiv.2106.08381,10.14231/ag-2023-011,1,journal-article,TRUE
10.48550/arxiv.quant-ph/0604046,10.1088/0022-3727/40/1/s13,0.8683,journal-article,FALSE
10.48550/arxiv.2010.10053,10.1007/s00209-021-02761-3,0.9157,journal-article,TRUE
10.48550/arxiv.2201.01948,10.1016/j.jnca.2024.103837,1,journal-article,TRUE
10.48550/arxiv.2011.03627,10.3390/jimaging7110239,1,journal-article,TRUE
10.48550/arxiv.1707.04163,10.4064/cm7350-1-2018,0.9953,journal-article,TRUE
10.48550/arxiv.2107.05530,10.1145/3476988,1,journal-article,TRUE
10.48550/arxiv.1808.10031,10.1145/3269206.3271792,1,proceedings-article,TRUE
10.48550/arxiv.2307.05132,10.21437/ssw.2023-26,1,proceedings-article,TRUE
10.48550/arxiv.math/0608298,10.14704/nq.2006.4.3.100,1,journal-article,TRUE
10.48550/arxiv.2401.13804,10.1145/3687035,1,journal-article,TRUE
10.48550/arxiv.1606.00092,10.2139/ssrn.3099872,1,journal-article,TRUE
10.48550/arxiv.2403.19607,10.1109/iros58592.2024.10801979,1,proceedings-article,FALSE
10.48550/arxiv.1711.00169,10.1109/vtcspring.2018.8417472,0.9678,proceedings-article,FALSE
10.48550/arxiv.2105.02496,10.1016/j.disc.2022.112920,1,journal-article,TRUE
10.48550/arxiv.2312.05308,10.1103/physrevd.109.085017,1,journal-article,TRUE
10.48550/arxiv.2308.14177,10.1145/3728633,1,journal-article,FALSE
10.48550/arxiv.2001.01111,10.4310/ajm.2023.v27.n2.a2,0.9875,journal-article,TRUE
10.48550/arxiv.1201.3342,10.1134/s0081543813010045,1,journal-article,TRUE
10.48550/arxiv.2207.02851,10.4171/mag/101,1,journal-article,TRUE
10.48550/arxiv.1909.09798,10.4064/sm201008-23-6,0.9875,journal-article,TRUE
10.48550/arxiv.2410.14749,10.1007/978-3-031-78389-0_17,1,book-chapter,FALSE
10.48550/arxiv.1204.2343,10.36045/bbms/1400592627,1,journal-article,TRUE
10.48550/arxiv.2309.03714,10.1093/biomtc/ujae149,1,journal-article,TRUE
10.48550/arxiv.2103.09088,10.1016/j.laa.2021.09.017,1,journal-article,TRUE
10.48550/arxiv.0912.5506,10.1145/1397705.1397714,0.875,proceedings-article,TRUE
10.48550/arxiv.2211.07980,10.18653/v1/2022.findings-emnlp.466,1,proceedings-article,TRUE
10.48550/arxiv.2309.03110,10.1109/wacv57701.2024.00478,1,proceedings-article,TRUE
10.48550/arxiv.1512.02880,10.1080/03081087.2016.1253663,1,journal-article,TRUE
10.48550/arxiv.1812.01728,10.4064/sm181214-8-4,1,journal-article,FALSE
10.48550/arxiv.2204.08666,10.1002/acs.3524,1,journal-article,TRUE
10.48550/arxiv.2104.01309,10.1007/s10957-023-02335-9,1,journal-article,FALSE
10.48550/arxiv.1411.3823,10.1016/j.jco.2015.11.001,1,journal-article,TRUE
10.48550/arxiv.2302.08146,10.1109/icasspw59220.2023.10193381,0.9467,proceedings-article,TRUE
10.48550/arxiv.2312.10808,10.1137/1.9781611978032.18,1,book-chapter,TRUE
10.48550/arxiv.1301.4185,10.1109/isit.2013.6620294,1,proceedings-article,TRUE
10.48550/arxiv.1712.00590,10.1109/taes.2018.2798418,0.9703,journal-article,FALSE
10.48550/arxiv.2104.03649,10.1109/tac.2022.3219289,1,journal-article,TRUE
10.48550/arxiv.2207.03724,10.1007/978-3-031-16609-9_20,1,book-chapter,TRUE
10.48550/arxiv.1304.4986,10.1142/s0218196716500600,0.9875,journal-article,TRUE
10.48550/arxiv.2502.11210,10.1016/j.dark.2025.101855,1,journal-article,FALSE
10.48550/arxiv.math/0411048,10.5802/aif.2112,1,journal-article,TRUE
10.48550/arxiv.2311.04587,10.1016/j.jss.2023.111947,1,journal-article,TRUE
10.48550/arxiv.2404.01958,10.1145/3625687.3625782,1,proceedings-article,TRUE
10.48550/arxiv.2103.00862,10.1109/icse-seip52600.2021.00041,0.9614,proceedings-article,TRUE
10.48550/arxiv.2401.16712,10.1007/978-3-031-78447-7_29,0.9573,book-chapter,FALSE
10.48550/arxiv.2310.03466,10.1007/978-3-031-50396-2_4,1,book-chapter,FALSE
10.48550/arxiv.2107.00922,10.1038/s42005-023-01234-9,0.9722,journal-article,FALSE
10.48550/arxiv.1705.09907,10.1137/17m1128903,1,journal-article,TRUE
10.48550/arxiv.1507.06247,10.7566/jpsj.84.124701,0.8902,journal-article,FALSE
10.48550/arxiv.2301.05834,10.1109/tit.2023.3301669,0.8585,journal-article,FALSE
10.48550/arxiv.1606.02978,10.1007/s10878-016-0043-7,1,journal-article,TRUE
10.48550/arxiv.2111.07490,10.1093/gji/ggad217,0.9778,journal-article,FALSE
10.48550/arxiv.1106.0858,10.1080/03605302.2014.881851,0.9875,journal-article,TRUE
10.48550/arxiv.1609.00027,10.1214/20-aop1433,0.975,journal-article,TRUE
10.48550/arxiv.0810.1542,10.4171/jncg/73,0.9875,journal-article,FALSE
10.48550/arxiv.2309.16895,10.1103/physreva.110.032204,1,journal-article,FALSE
10.48550/arxiv.0710.1725,10.1103/physrevd.77.065019,0.8985,journal-article,FALSE
10.48550/arxiv.1007.4148,10.1016/j.jmva.2013.03.005,0.9875,journal-article,TRUE
10.48550/arxiv.2403.12323,10.1109/ijcnn60899.2024.10650536,1,proceedings-article,FALSE
10.48550/arxiv.1709.04445,10.1007/s41808-018-0010-9,1,journal-article,TRUE
10.48550/arxiv.2202.06561,10.1007/s13160-022-00511-4,1,journal-article,TRUE
10.48550/arxiv.1606.06397,10.1007/s11565-017-0289-8,0.9914,journal-article,TRUE
10.48550/arxiv.2205.14556,10.1007/s00493-023-00020-z,1,journal-article,TRUE
10.48550/arxiv.2209.15056,10.1109/dsaa54385.2022.10032344,1,proceedings-article,TRUE
10.48550/arxiv.2107.13815,10.21468/scipostphysproc.8.114,1,journal-article,TRUE
10.48550/arxiv.2410.11668,10.1051/0004-6361/202452597,0.9653,journal-article,TRUE
10.48550/arxiv.1109.3733,10.1109/tns.2013.2249528,0.9711,journal-article,FALSE
10.48550/arxiv.1910.13286,10.1002/asmb.2645,0.9956,journal-article,FALSE
10.48550/arxiv.2110.05845,10.1140/epjc/s10052-022-10102-9,0.8894,journal-article,FALSE
10.48550/arxiv.2407.10018,10.4171/qt/234,1,journal-article,FALSE
10.48550/arxiv.2306.16349,10.1021/acs.jpca.3c06910,0.9973,journal-article,TRUE
10.48550/arxiv.2005.05948,10.1109/case48305.2020.9216872,1,proceedings-article,TRUE
10.48550/arxiv.2305.07968,10.1103/physreva.109.032207,1,journal-article,TRUE
10.48550/arxiv.1510.05623,10.1080/03605302.2016.1168843,1,journal-article,TRUE
10.48550/arxiv.2406.04130,10.1146/annurev-control-030323-024328,1,journal-article,TRUE
10.48550/arxiv.2104.05158,10.1145/3470496.3533727,1,proceedings-article,TRUE
10.48550/arxiv.0707.1974,10.1007/s12044-007-0021-1,1,journal-article,TRUE
10.48550/arxiv.1005.4123,10.1109/ecbs.2011.26,1,proceedings-article,TRUE
10.48550/arxiv.2305.02534,10.1038/s41467-023-42806-1,1,journal-article,FALSE
10.48550/arxiv.cond-mat/0409281,10.1103/physrevlett.94.176805,0.9389,journal-article,FALSE
10.48550/arxiv.0810.1475,10.1137/080737538,1,journal-article,TRUE
10.48550/arxiv.1705.00973,10.1515/phys-2017-0080,1,journal-article,TRUE
10.48550/arxiv.cond-mat/0401523,10.1103/physrevb.71.121309,0.9896,journal-article,FALSE
10.48550/arxiv.1502.05386,10.1007/jhep07(2015)027,1,journal-article,TRUE
10.48550/arxiv.2306.06377,10.4171/cmh/601,1,journal-article,FALSE
10.48550/arxiv.2309.05244,10.1103/physrevd.109.043535,0.8945,journal-article,FALSE
10.48550/arxiv.1502.04129,10.4236/jamp.2015.312190,1,journal-article,TRUE
10.48550/arxiv.math/0605340,10.1051/ps:2007027,1,journal-article,FALSE
10.48550/arxiv.2501.02923,10.22323/1.484.0023,0.8735,proceedings-article,FALSE
10.48550/arxiv.2103.05401,10.1109/icra48506.2021.9561416,1,proceedings-article,TRUE
10.48550/arxiv.1101.3048,10.1016/s0378-4371(97)00681-x,0.875,journal-article,TRUE
10.48550/arxiv.2404.16776,10.24963/ijcai.2024/732,0.8881,proceedings-article,FALSE
10.48550/arxiv.2208.10475,10.1002/jgt.23143,1,journal-article,TRUE
10.48550/arxiv.1410.8824,10.22323/1.214.0259,1,proceedings-article,TRUE
10.48550/arxiv.1206.1381,10.1016/j.jfa.2018.08.018,0.875,journal-article,TRUE
10.48550/arxiv.2111.12686,10.1007/jhep02(2023)089,1,journal-article,FALSE
10.48550/arxiv.1507.05746,10.1145/2950047,1,journal-article,TRUE
10.48550/arxiv.2101.10160,10.1609/aaai.v35i12.17288,1,journal-article,TRUE
10.48550/arxiv.2011.02899,10.2139/ssrn.3801287,1,journal-article,FALSE
10.48550/arxiv.2104.07886,10.1145/3490181,1,journal-article,TRUE
10.48550/arxiv.1807.11260,10.1007/s00184-019-00710-z,1,journal-article,TRUE
10.48550/arxiv.2409.12520,10.1109/icassp49660.2025.10890552,1,proceedings-article,FALSE
10.48550/arxiv.1107.0786,10.1007/s00030-012-0155-4,1,journal-article,TRUE
10.48550/arxiv.1212.1891,10.1145/2488608.2488612,1,proceedings-article,TRUE
10.48550/arxiv.1909.00913,10.1109/globecom38437.2019.9014231,1,proceedings-article,TRUE
10.48550/arxiv.1910.10896,10.1109/iccvw.2019.00325,1,proceedings-article,TRUE
10.48550/arxiv.1510.08873,10.1016/j.jmva.2017.11.008,0.9875,journal-article,TRUE
10.48550/arxiv.2208.10698,10.1109/bibm55620.2022.9995127,1,proceedings-article,TRUE
10.48550/arxiv.0706.1141,10.1145/1163698.1163700,0.875,proceedings-article,TRUE
10.48550/arxiv.1507.01993,10.1215/ijm/1462450706,1,journal-article,TRUE
10.48550/arxiv.2110.13050,10.1103/physreve.109.014109,0.9262,journal-article,TRUE
10.48550/arxiv.1606.03714,10.24033/ast.1018,0.8929,journal-article,FALSE
10.48550/arxiv.1807.06408,10.4171/rmi/1168,1,journal-article,TRUE
10.48550/arxiv.1902.10177,10.1080/10586458.2019.1641767,1,journal-article,TRUE
10.48550/arxiv.2103.00950,10.1109/nir52917.2021.9666131,1,proceedings-article,TRUE
10.48550/arxiv.1903.00186,10.3934/jcd.2019019,1,journal-article,TRUE
10.48550/arxiv.2309.12751,10.1038/s41467-024-51339-0,0.9043,journal-article,FALSE
10.48550/arxiv.1907.00910,10.1007/s00028-021-00721-2,1,journal-article,FALSE
10.48550/arxiv.2212.08461,10.1017/jfm.2024.368,1,journal-article,TRUE
10.48550/arxiv.1805.07626,10.1109/tcns.2018.2889001,1,journal-article,TRUE
10.48550/arxiv.2008.12423,10.1088/1742-5468/abdc1b,1,journal-article,TRUE
10.48550/arxiv.2311.04342,10.1017/s0022377824000722,0.9376,journal-article,FALSE
10.48550/arxiv.1507.02760,10.1142/s1793525316500254,1,journal-article,TRUE
10.48550/arxiv.2306.17431,10.1109/wacv57701.2024.00816,1,proceedings-article,TRUE
10.48550/arxiv.2208.12255,10.1016/j.nonrwa.2023.103921,1,journal-article,TRUE
10.48550/arxiv.2103.15750,10.1109/mdat.2021.3069952,0.9964,journal-article,TRUE
10.48550/arxiv.2006.16677,10.1016/j.aim.2022.108189,0.9044,journal-article,FALSE
10.48550/arxiv.2501.14409,10.1140/epjc/s10052-025-14140-x,1,journal-article,FALSE
10.48550/arxiv.1609.09605,10.1109/icarcv.2016.7838627,1,proceedings-article,TRUE
10.48550/arxiv.math-ph/0211066,10.1155/s0161171204302061,1,journal-article,TRUE
10.48550/arxiv.2409.17224,10.1007/jhep05(2025)124,0.966,journal-article,FALSE
10.48550/arxiv.2404.16304,10.1109/icme57554.2024.10688364,1,proceedings-article,FALSE
10.48550/arxiv.2309.03543,10.1016/j.cma.2023.116655,1,journal-article,TRUE
10.48550/arxiv.1207.5363,10.1007/s11401-014-0828-x,0.8669,journal-article,FALSE
10.48550/arxiv.2001.05390,10.1016/j.artint.2020.103389,0.9654,journal-article,TRUE
10.48550/arxiv.1404.5704,10.1007/978-4-431-55363-2_6,1,book-chapter,FALSE
10.48550/arxiv.2104.07190,10.18653/v1/2021.findings-emnlp.30,1,proceedings-article,TRUE
10.48550/arxiv.2202.11397,10.1007/978-3-031-08143-9_13,1,book-chapter,TRUE
10.48550/arxiv.2206.05941,10.1145/3534678.3539381,1,proceedings-article,TRUE
10.48550/arxiv.2306.03378,10.18653/v1/2023.findings-acl.270,1,proceedings-article,TRUE
10.48550/arxiv.1709.06980,10.3934/dcds.2018169,1,journal-article,TRUE
10.48550/arxiv.2212.03744,10.1142/s0219199723500621,1,journal-article,TRUE
10.48550/arxiv.1501.00379,10.1007/s00493-016-3440-8,0.9952,journal-article,FALSE
10.48550/arxiv.2312.03914,10.4064/sm231223-9-9,0.9695,journal-article,FALSE
10.48550/arxiv.1404.7171,10.21236/ada613813,1,report,TRUE
10.48550/arxiv.1801.05896,10.1007/s11036-020-01626-z,0.8929,journal-article,FALSE
10.48550/arxiv.2105.14850,10.18653/v1/2021.acl-long.45,1,proceedings-article,TRUE
10.48550/arxiv.2305.17096,10.1007/978-3-031-78444-6_18,0.9667,book-chapter,FALSE
10.48550/arxiv.2307.04506,10.23919/wiopt58741.2023.10349847,1,proceedings-article,TRUE
10.48550/arxiv.2410.05097,10.52202/078372-0112,0.9782,proceedings-article,FALSE
10.48550/arxiv.2102.09034,10.1007/978-3-031-11938-5_10,1,book-chapter,TRUE
10.48550/arxiv.2006.06844,10.1007/978-3-030-59299-8_4,1,book-chapter,TRUE
10.48550/arxiv.1509.07473,10.1109/iccv.2015.527,1,proceedings-article,TRUE
10.48550/arxiv.2309.09698,10.1007/978-3-031-44207-0_6,1,book-chapter,FALSE
